0.03448276,0.01724138,0.13793103,0.1724138,0.10344828,0.01724138,0.0,0.20689656,0.05172414,0.0,0.0,0.12068965,0.0,0.03448276,0.05172414,0.01724138,0.03448276,0.0
0.14814815,0.074074075,0.0,0.0,0.11111111,0.037037037,0.0,0.30864197,0.0,0.012345679,0.0,0.0,0.0,0.11111111,0.024691358,0.074074075,0.061728396,0.037037037
0.16666667,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0
0.13461539,0.057692308,0.0,0.0,0.115384616,0.057692308,0.0,0.23076923,0.01923077,0.0,0.009615385,0.009615385,0.03846154,0.057692308,0.028846154,0.15384616,0.067307696,0.01923077
0.117117114,0.076576576,0.013513514,0.013513514,0.067567565,0.054054055,0.0045045046,0.13963965,0.022522522,0.03153153,0.022522522,0.0,0.027027028,0.03153153,0.23423423,0.10810811,0.03153153,0.0045045046
0.12704918,0.09836066,0.057377048,0.09016393,0.07786885,0.040983606,0.0,0.17213115,0.06557377,0.0040983604,0.008196721,0.036885247,0.012295082,0.07786885,0.057377048,0.036885247,0.024590164,0.012295082
0.18902439,0.048780486,0.030487806,0.030487806,0.21341464,0.030487806,0.0,0.103658535,0.0060975607,0.0,0.085365854,0.036585364,0.0,0.07926829,0.05487805,0.07317073,0.018292682,0.0
0.06896552,0.07586207,0.0,0.0,0.28275862,0.04137931,0.0068965517,0.22758621,0.020689655,0.0,0.013793103,0.013793103,0.0,0.13793103,0.04137931,0.020689655,0.04137931,0.0068965517
0.08974359,0.025641026,0.0,0.0,0.17948718,0.025641026,0.0,0.24358974,0.012820513,0.025641026,0.025641026,0.0,0.025641026,0.15384616,0.051282052,0.102564104,0.03846154,0.0
0.1127451,0.04901961,0.0,0.019607844,0.078431375,0.05882353,0.0,0.19607843,0.014705882,0.009803922,0.068627454,0.009803922,0.04411765,0.04411765,0.1127451,0.15196079,0.024509804,0.004901961
0.0882353,0.0882353,0.0,0.0,0.32352942,0.029411765,0.0,0.14705883,0.0,0.029411765,0.029411765,0.0,0.029411765,0.0882353,0.0882353,0.05882353,0.0,0.0
0.24657534,0.11872146,0.00913242,0.00913242,0.08219178,0.02739726,0.0,0.05479452,0.04109589,0.00456621,0.02283105,0.00456621,0.00913242,0.03196347,0.23287672,0.07305936,0.02739726,0.00456621
0.12209302,0.11046512,0.040697675,0.075581394,0.13953489,0.017441861,0.0,0.0872093,0.058139537,0.0,0.040697675,0.034883723,0.017441861,0.08139535,0.11046512,0.046511628,0.011627907,0.0058139535
